Bear	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
:	O
,	O
by	O
Ben	B-common.topic,people.person,book.author,award.award_winner
Mikaelsen	I-common.topic,people.person,book.author,award.award_winner
,	O
a	O
Paperback	O
from	O
Michigan	B-common.topic,sports.sports_team_location,location.statistical_region,location.location,book.book_subject,organization.organization_scope,location.administrative_division,periodicals.newspaper_circulation_area,film.film_location,fictional_universe.fictional_setting,government.governmental_jurisdiction,location.dated_location,symbols.flag_referent,location.us_state,military.military_unit_place_of_origin,government.political_district
,	O
an	O
After	O
being	O
mauled	O
by	O
a	O
Touching	B-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
Spirit	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
Bear	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
,	O
Cole	O
started	O
to	O
heal	O
.	O

Kidsreads.com	O
-	O
Touching	B-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
Spirit	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
Bear	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
ttouching	O
Ben	B-common.topic,people.person,book.author,award.award_winner
Mikaelsen	I-common.topic,people.person,book.author,award.award_winner
.	O

On	O
the	O
night	O
of	O
the	O
19th	O
,	O
Robert	B-common.topic,people.person,military.military_person,book.author,military.military_commander,organization.organization_founder,fictional_universe.person_in_fiction,exhibitions.exhibition_subject,book.book_subject,people.family_member,people.deceased_person,architecture.architect,symbols.name_source
E.	I-common.topic,people.person,military.military_person,book.author,military.military_commander,organization.organization_founder,fictional_universe.person_in_fiction,exhibitions.exhibition_subject,book.book_subject,people.family_member,people.deceased_person,architecture.architect,symbols.name_source
Lee	I-common.topic,people.person,military.military_person,book.author,military.military_commander,organization.organization_founder,fictional_universe.person_in_fiction,exhibitions.exhibition_subject,book.book_subject,people.family_member,people.deceased_person,architecture.architect,symbols.name_source
having	O
crossed	O
the	O
Potomac	B-common.topic,geography.river,geography.body_of_water,location.location,geography.geographical_feature
River	I-common.topic,geography.river,geography.body_of_water,location.location,geography.geographical_feature
on	O
the	O
night	O
of	O
the	O
18th	O
,	O
George	B-common.topic,people.person,military.military_person,book.author,military.military_commander,organization.organization_founder,government.u_s_congressperson,visual_art.art_subject,government.politician,people.deceased_person
B.	I-common.topic,people.person,military.military_person,book.author,military.military_commander,organization.organization_founder,government.u_s_congressperson,visual_art.art_subject,government.politician,people.deceased_person
McClellan	I-common.topic,people.person,military.military_person,book.author,military.military_commander,organization.organization_founder,government.u_s_congressperson,visual_art.art_subject,government.politician,people.deceased_person
sent	O
a	O
considerable	O
force	O
across	O
the	O
river	O
near	O
Shepherdstown	O
,	O
which	O
drove	O
off	O
the	O
Confederate	B-common.topic,location.country,location.statistical_region,location.location,book.book_subject,military.military_combatant,government.governmental_jurisdiction,location.dated_location
States	I-common.topic,location.country,location.statistical_region,location.location,book.book_subject,military.military_combatant,government.governmental_jurisdiction,location.dated_location
of	I-common.topic,location.country,location.statistical_region,location.location,book.book_subject,military.military_combatant,government.governmental_jurisdiction,location.dated_location
America	I-common.topic,location.country,location.statistical_region,location.location,book.book_subject,military.military_combatant,government.governmental_jurisdiction,location.dated_location
artillery	O
there	O
,	O
and	O
at	O
daylight	O
formed	O
line	O
of	O
battle	O
on	O
the	O
south	O
bank	O
,	O
protected	O
by	O
their	O
cannon	O
north	O
of	O
the	O
river	O
.	O

The	O
clue	O
perhaps	O
lies	O
in	O
Samuel	B-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
Beckett	I-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
's	O
famous	O
trilogy	O
,	O
Molloy	B-common.topic,fictional_universe.work_of_fiction,book.book,book.translated_work,book.written_work,media_common.adapted_work
,	O
Malone	B-common.topic,fictional_universe.work_of_fiction,book.book,media_common.adapted_work,book.written_work
Dies	I-common.topic,fictional_universe.work_of_fiction,book.book,media_common.adapted_work,book.written_work
and	O
The	B-common.topic,fictional_universe.work_of_fiction,book.book,media_common.adapted_work,book.written_work
Unnamable	I-common.topic,fictional_universe.work_of_fiction,book.book,media_common.adapted_work,book.written_work
on	O
which	O
Samuel	B-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
Beckett	I-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
's	O
high	O
reputation	O
as	O
a	O
novelist	O
rests	O
.	O

Molloy	B-common.topic,fictional_universe.work_of_fiction,book.book,book.translated_work,book.written_work,media_common.adapted_work
begins	O
with	O
Molloy	B-common.topic,fictional_universe.work_of_fiction,book.book,book.translated_work,book.written_work,media_common.adapted_work
shut	O
away	O
in	O
his	O
dead	O
mother	O
's	O
room	O
,	O
steadily	O
writing	O
.	O

In	O
this	O
case	O
the	O
corpse	O
gets	O
up	O
and	O
shuffles	O
away	O
,	O
walking	O
the	O
earth	O
like	O
something	O
out	O
of	O
a	O
Samuel	B-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
Beckett	I-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
play	O
directed	O
by	O
George	B-common.topic,film.actor,tv.tv_writer,film.producer,influence.influence_node,film.writer,people.person,book.author,film.cinematographer,comic_books.comic_book_creator,tv.tv_producer,tv.tv_actor,film.person_or_entity_appearing_in_film,film.film_story_contributor,tv.tv_personality,film.editor,tv.tv_program_creator,film.director
A.	I-common.topic,film.actor,tv.tv_writer,film.producer,influence.influence_node,film.writer,people.person,book.author,film.cinematographer,comic_books.comic_book_creator,tv.tv_producer,tv.tv_actor,film.person_or_entity_appearing_in_film,film.film_story_contributor,tv.tv_personality,film.editor,tv.tv_program_creator,film.director
Romero	I-common.topic,film.actor,tv.tv_writer,film.producer,influence.influence_node,film.writer,people.person,book.author,film.cinematographer,comic_books.comic_book_creator,tv.tv_producer,tv.tv_actor,film.person_or_entity_appearing_in_film,film.film_story_contributor,tv.tv_personality,film.editor,tv.tv_program_creator,film.director
.	O

I	O
offer	O
this	O
bit	O
of	O
pedantry	O
to	O
put	O
into	O
context	O
Paul	B-common.topic,film.actor,people.person,influence.influence_node,film.writer,fictional_universe.fictional_character_creator,book.author,tv.tv_program_guest,award.award_nominee,music.artist,comic_books.comic_book_creator,film.producer,film.person_or_entity_appearing_in_film,film.film_story_contributor,award.award_winner,music.group_member,film.director
Auster	I-common.topic,film.actor,people.person,influence.influence_node,film.writer,fictional_universe.fictional_character_creator,book.author,tv.tv_program_guest,award.award_nominee,music.artist,comic_books.comic_book_creator,film.producer,film.person_or_entity_appearing_in_film,film.film_story_contributor,award.award_winner,music.group_member,film.director
?	O
s	O
new	O
novel	O
,	O
Travels	B-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
in	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
the	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
Scriptorium	I-common.topic,fictional_universe.work_of_fiction,book.book,book.written_work
.	O

A	O
The	B-organization.organization_partnership,common.topic,book.periodical_publisher,internet.website_owner,book.periodical,award.ranked_list_compiler,book.publication,media_common.quotation_source,award.award_nominated_work,government.polling_authority,award.award_winning_work,book.newspaper
New	I-organization.organization_partnership,common.topic,book.periodical_publisher,internet.website_owner,book.periodical,award.ranked_list_compiler,book.publication,media_common.quotation_source,award.award_nominated_work,government.polling_authority,award.award_winning_work,book.newspaper
York	I-organization.organization_partnership,common.topic,book.periodical_publisher,internet.website_owner,book.periodical,award.ranked_list_compiler,book.publication,media_common.quotation_source,award.award_nominated_work,government.polling_authority,award.award_winning_work,book.newspaper
Times	I-organization.organization_partnership,common.topic,book.periodical_publisher,internet.website_owner,book.periodical,award.ranked_list_compiler,book.publication,media_common.quotation_source,award.award_nominated_work,government.polling_authority,award.award_winning_work,book.newspaper
reviewer	O
in	O
1956	O
called	O
Samuel	B-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
Beckett	I-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
's	O
play	O
Waiting	B-common.topic,fictional_universe.work_of_fiction,book.published_work,theater.play,award.ranked_item,book.book,award.award_nominated_work,book.written_work
for	I-common.topic,fictional_universe.work_of_fiction,book.published_work,theater.play,award.ranked_item,book.book,award.award_nominated_work,book.written_work
Godot	I-common.topic,fictional_universe.work_of_fiction,book.published_work,theater.play,award.ranked_item,book.book,award.award_nominated_work,book.written_work
a	O
mystery	O
wrapped	O
in	O
an	O
enigma	O
.	O

Brater	O
spoke	O
before	O
the	O
college	O
's	O
production	O
of	O
Godot	B-fictional_universe.fictional_character,common.topic,cvg.game_character
,	O
a	O
play	O
Samuel	B-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
Beckett	I-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
wrote	O
in	O
France	B-sports.sports_team_location,location.statistical_region,organization.organization_founder,olympics.olympic_participating_country,fictional_universe.fictional_setting,sports.sport_country,symbols.name_source,common.topic,location.country,food.beer_country_region,location.location,book.book_subject,film.film_location,visual_art.art_subject,organization.organization_member,symbols.flag_referent,military.military_unit_place_of_origin,biology.breed_origin,law.court_jurisdiction_area,media_common.netflix_genre,military.military_combatant,organization.organization_scope,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,travel.travel_destination
in	O
the	O
late	O
1940s	O
and	O
translated	O
into	O
England	B-sports.sports_team_location,location.statistical_region,olympics.olympic_participating_country,location.administrative_division,fictional_universe.fictional_setting,sports.sport_country,symbols.name_source,common.topic,location.uk_statistical_location,food.beer_country_region,location.location,book.book_subject,film.film_location,tv.tv_location,symbols.flag_referent,biology.breed_origin,location.uk_constituent_country,law.court_jurisdiction_area,location.country,military.military_combatant,organization.organization_scope,film.film_subject,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,military.military_post,event.speech_topic,religion.religious_leadership_jurisdiction,travel.travel_destination
in	O
1954	O
.	O

Choose	O
the	O
first	O
of	O
these	O
iconic	O
lines	O
from	O
Samuel	B-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
Beckett	I-common.topic,people.person,influence.influence_node,film.writer,opera.librettist,book.book_subject,fictional_universe.fictional_character_creator,sports.pro_athlete,book.translator,film.film_story_contributor,award.award_winner,theater.theater_director,people.deceased_person,people.measured_person,book.author
's	O
novel	O
The	B-common.topic,fictional_universe.work_of_fiction,book.book,media_common.adapted_work,book.written_work
Unnamable	I-common.topic,fictional_universe.work_of_fiction,book.book,media_common.adapted_work,book.written_work
,	O
and	O
you	O
're	O
promptly	O
thrown	O
back	O
to	O
the	O
page	O
you	O
came	O
from	O
.	O

You	O
can	O
also	O
see	O
handwritten	O
drafts	O
of	O
the	O
plays	O
and	O
novels	O
and	O
hear	O
passages	O
read	O
by	O
Republic	B-common.topic,location.country,location.statistical_region,location.location,business.employer,sports.sports_team_location,book.book_subject,organization.organization_founder,organization.organization_scope,location.administrative_division,distilled_spirits.spirit_producing_region,food.beer_country_region,fictional_universe.fictional_setting,organization.club_interest,government.governmental_jurisdiction,location.dated_location,organization.organization_member,symbols.flag_referent,sports.sport_country,olympics.olympic_participating_country,periodicals.newspaper_circulation_area
of	I-common.topic,location.country,location.statistical_region,location.location,business.employer,sports.sports_team_location,book.book_subject,organization.organization_founder,organization.organization_scope,location.administrative_division,distilled_spirits.spirit_producing_region,food.beer_country_region,fictional_universe.fictional_setting,organization.club_interest,government.governmental_jurisdiction,location.dated_location,organization.organization_member,symbols.flag_referent,sports.sport_country,olympics.olympic_participating_country,periodicals.newspaper_circulation_area
Ireland	I-common.topic,location.country,location.statistical_region,location.location,business.employer,sports.sports_team_location,book.book_subject,organization.organization_founder,organization.organization_scope,location.administrative_division,distilled_spirits.spirit_producing_region,food.beer_country_region,fictional_universe.fictional_setting,organization.club_interest,government.governmental_jurisdiction,location.dated_location,organization.organization_member,symbols.flag_referent,sports.sport_country,olympics.olympic_participating_country,periodicals.newspaper_circulation_area
actor	O
Barry	B-common.topic,film.actor,people.person,book.author,tv.tv_actor,award.award_nominee,influence.influence_node
McGovern	I-common.topic,film.actor,people.person,book.author,tv.tv_actor,award.award_nominee,influence.influence_node
.	O

Neither	O
Akram	B-common.topic,people.person,theater.theater_choreographer,theater.theater_director,royalty.chivalric_order_member,theater.theater_producer,award.award_nominee
Khan	I-common.topic,people.person,theater.theater_choreographer,theater.theater_director,royalty.chivalric_order_member,theater.theater_producer,award.award_nominee
,	O
the	O
wunderkind	O
of	O
United	B-sports.sports_team_location,location.statistical_region,organization.organization_founder,olympics.olympic_participating_country,location.administrative_division,organization.contact_category,sports.sport_country,common.topic,location.uk_statistical_location,food.beer_country_region,location.location,book.book_subject,film.film_location,tv.tv_location,organization.organization_member,symbols.flag_referent,biology.breed_origin,law.court_jurisdiction_area,cvg.computer_game_region,media_common.netflix_genre,military.military_combatant,organization.organization_scope,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,book.periodical_subject,fictional_universe.fictional_setting,royalty.kingdom,location.country
Kingdom	I-sports.sports_team_location,location.statistical_region,organization.organization_founder,olympics.olympic_participating_country,location.administrative_division,organization.contact_category,sports.sport_country,common.topic,location.uk_statistical_location,food.beer_country_region,location.location,book.book_subject,film.film_location,tv.tv_location,organization.organization_member,symbols.flag_referent,biology.breed_origin,law.court_jurisdiction_area,cvg.computer_game_region,media_common.netflix_genre,military.military_combatant,organization.organization_scope,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,book.periodical_subject,fictional_universe.fictional_setting,royalty.kingdom,location.country
dance	O
,	O
nor	O
Ohad	B-common.topic,people.person
Naharin	I-common.topic,people.person
,	O
who	O
leads	O
Tel	B-common.topic,location.citytown,location.statistical_region,location.capital_of_administrative_division,business.employer,location.location,business.business_location,sports.sports_team_location,book.book_subject,location.place_with_neighborhoods,periodicals.newspaper_circulation_area,film.film_location,fictional_universe.fictional_setting,government.governmental_jurisdiction,location.dated_location,travel.travel_destination,protected_sites.listed_site
Aviv	I-common.topic,location.citytown,location.statistical_region,location.capital_of_administrative_division,business.employer,location.location,business.business_location,sports.sports_team_location,book.book_subject,location.place_with_neighborhoods,periodicals.newspaper_circulation_area,film.film_location,fictional_universe.fictional_setting,government.governmental_jurisdiction,location.dated_location,travel.travel_destination,protected_sites.listed_site
's	O
Batsheva	B-common.topic,business.employer,organization.organization
Dance	I-common.topic,business.employer,organization.organization
Company	I-common.topic,business.employer,organization.organization
,	O
take	O
the	O
easy	O
option	O
when	O
it	O
comes	O
to	O
dance	O
making	O
and	O
talking	O
about	O
their	O
art	O
.	O

,	O
and	O
although	O
Ohad	B-common.topic,people.person
Naharin	I-common.topic,people.person
was	O
born	O
in	O
Israel	B-sports.sports_team_location,location.statistical_region,olympics.olympic_participating_country,location.administrative_division,travel.accommodation_feature,sports.sport_country,common.topic,location.country,food.beer_country_region,projects.project_focus,location.location,book.book_subject,exhibitions.exhibition_subject,film.film_location,tv.tv_location,organization.organization_member,symbols.flag_referent,biology.breed_origin,law.court_jurisdiction_area,media_common.netflix_genre,military.military_combatant,organization.organization_scope,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,media_common.quotation,religion.religious_leadership_jurisdiction,travel.travel_destination
he	O
became	O
a	O
United	B-sports.sports_team_location,location.statistical_region,government.government,organization.organization_founder,olympics.olympic_participating_country,location.administrative_division,business.employer,organization.contact_category,sports.sport_country,symbols.name_source,common.topic,location.country,food.beer_country_region,location.location,book.book_subject,exhibitions.exhibition_subject,film.film_location,tv.tv_location,radio.radio_subject,organization.organization_member,symbols.flag_referent,media_common.quotation_addressee,military.military_unit_place_of_origin,biology.breed_origin,organization.organization_sector,law.court_jurisdiction_area,cvg.computer_game_region,military.military_combatant,organization.organization_scope,film.film_subject,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,media_common.quotation_subject,fictional_universe.fictional_setting,event.speech_topic,business.business_location,meteorology.cyclone_affected_area,religion.religious_leadership_jurisdiction,travel.travel_destination,business.asset_owner
States	I-sports.sports_team_location,location.statistical_region,government.government,organization.organization_founder,olympics.olympic_participating_country,location.administrative_division,business.employer,organization.contact_category,sports.sport_country,symbols.name_source,common.topic,location.country,food.beer_country_region,location.location,book.book_subject,exhibitions.exhibition_subject,film.film_location,tv.tv_location,radio.radio_subject,organization.organization_member,symbols.flag_referent,media_common.quotation_addressee,military.military_unit_place_of_origin,biology.breed_origin,organization.organization_sector,law.court_jurisdiction_area,cvg.computer_game_region,military.military_combatant,organization.organization_scope,film.film_subject,periodicals.newspaper_circulation_area,government.governmental_jurisdiction,location.dated_location,media_common.quotation_subject,fictional_universe.fictional_setting,event.speech_topic,business.business_location,meteorology.cyclone_affected_area,religion.religious_leadership_jurisdiction,travel.travel_destination,business.asset_owner
